Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.6200       -6889.2798  -6884.5972   -6903.9233      19.3263  2336.2
3.6300       -6889.2383  -6884.7363   -6904.8735      20.1370  2434.2
3.6400       -6889.1699  -6886.3340   -6906.3076      19.9737  2414.4
3.6500       -6889.1387  -6889.0400   -6906.0312      16.9914  2053.9
3.6600       -6889.1509  -6891.4692   -6905.3291      13.8599  1675.4
3.6700       -6889.2241  -6893.0225   -6905.8579      12.8353  1551.5
3.6800       -6889.2612  -6893.6450   -6906.3735      12.7285  1538.6
3.6900       -6889.3301  -6893.4341   -6907.0049      13.5706  1640.4
3.7000       -6889.3540  -6892.4414   -6908.0962      15.6548  1892.4
3.7100       -6889.3433  -6891.0972   -6907.7729      16.6757  2015.8
3.7200       -6889.3164  -6889.8140   -6906.8506      17.0366  2059.4
3.7300       -6889.3320  -6888.8052   -6906.4282      17.6231  2130.3
3.7400       -6889.2886  -6888.1421   -6905.3179      17.1758  2076.2
3.7500       -6889.2759  -6887.8545   -6905.5112      17.6569  2134.4
3.7600       -6889.2749  -6888.0098   -6905.5703      17.5605  2122.7
3.7700       -6889.2310  -6888.5952   -6906.7495      18.1542  2194.5
3.7800       -6889.1885  -6889.8545   -6908.0132      18.1585  2195.0
3.7900       -6889.1738  -6891.6133   -6907.9180      16.3047  1970.9
3.8000       -6889.1963  -6893.2300   -6908.1147      14.8846  1799.3
3.8100       -6889.2397  -6894.3394   -6907.9204      13.5812  1641.7
